time,label,current_year,default,payoff,int.rate,orig.upb,fico.score,dti.r,ltv.r,bal.repaid,t.act.12m,t.del.30d.12m,t.del.60d.12m,hpi.st.d.t.o,hpi.zip.o,hpi.zip.d.t.o,ppi.c.FRMA,TB10Y.d.t.o,FRMA30Y.d.t.o,ppi.o.FRMA,equity.est,hpi.st.log12m,hpi.r.st.us,hpi.r.zip.st,st.unemp.r12m,st.unemp.r3m,TB10Y.r12m,T10Y3MM,T10Y3MM.r12m
7,1,2002,0,1,6.625,94000,752,35,59,0.2578936,12,0,0,2.78176,145.4,3.24,0.285,-0.39,-0.62,-0.335,69114.68,0.04112929,0.9409146,1.374232,1.0,-0.2,-0.59,2.97,1.24
13,1,2003,0,1,6.5,142000,703,44,55,1.237465,12,0,0,3.300135,143.01,3.68,0.56,0.35,-0.37,0.19,124582.7,0.03044242,0.8605475,1.332767,0.4,-0.3,0.35,3.37,1.01
17,1,2003,0,1,6.5,286000,778,41,80,1.587193,12,0,0,4.6901660000000005,163.07,5.32,1.19,-1.47,-1.65,-0.46,87395.81,0.01625064,0.9041891,1.518618,0.5,0.1,-1.59,2.5,-0.93
19,1,2001,0,1,7.625,208000,715,25,80,2.452548,12,0,0,7.367172,123.88,8.86,0.985,-1.42,-1.49,-0.505,75696.71,0.04391087,0.9746748,1.274753,1.5,0.6,-1.17,2.41,2.78
9,1,2001,0,1,8.375,160000,793,25,44,2.809125,12,0,0,7.362481,107.25,5.02,1.225,-1.28,-1.47,-0.245,225151.5,0.13215760000000001,1.003634,1.114383,0.0,0.4,-1.5,0.01,-1.33
19,1,2005,0,1,5.75,86000,733,14,76,3.4714300000000002,12,0,0,14.592870000000001,209.35,27.1,0.22,-0.27,-0.32,-0.1,44791.42,0.05419072,0.9144633,1.647618,-0.8,-0.2,-0.73,1.03,-2.43
17,1,2002,0,1,7.75,120000,763,14,75,2.4035,12,0,0,15.45604,159.27,23.99,1.2,-0.17,-0.57,0.63,66984.16,0.09092224,1.025159,1.571472,0.8,-0.1,-0.35,3.23,1.44
8,1,2000,0,1,7.625,150000,774,14,47,0.5921066999999999,12,0,0,8.318674,113.04,0.78,-0.595,0.07,0.47,-0.125,172239.3,0.1362731,0.9770324,1.195964,-0.6,-0.2,0.2,0.41,-0.92
39,1,2005,0,1,6.5,225000,667,30,80,3.802889,12,0,0,13.06894,139.13,18.5,0.46,-0.54,-0.92,-0.46,102204.1,0.05436535,0.7720494000000001,1.363804,1.1,0.1,0.67,1.76,-1.13
30,1,2002,0,1,7.5,225000,781,21,68,2.622298,12,0,0,42.98174,127.0,45.95,0.95,-1.73,-1.7,-0.75,231499.4,0.1567501,1.151042,1.320868,0.0,-0.2,-0.35,3.23,1.44
30,1,2002,0,1,8.125,150000,599,43,90,1.9723130000000002,12,0,0,14.3078,129.0,24.1,1.575,-1.73,-1.7,-0.125,50762.09,0.049713400000000005,0.9621796999999999,1.398779,1.1,-0.1,-0.35,3.23,1.44
23,1,2003,0,1,6.625,87000,661,45,80,1.977966,12,0,0,6.441555999999999,121.61,12.29,0.735,-0.74,-1.07,-0.335,34461.19,0.02067836,0.8586875,1.213653,-0.1,-0.4,0.25,3.37,0.55
9,1,2004,0,1,4.875,192000,737,35,75,1.3875520000000001,12,0,0,5.727568,153.94,5.16,-1.205,0.2,0.19,-1.015,75245.11,0.05566615,0.8735026,1.288151,0.1,0.3,0.52,3.17,0.09
12,1,2002,0,1,7.125,252000,769,24,73,0.991627,12,0,0,10.47195,144.41,15.71,0.785,-0.32,-0.58,0.205,133258.4,0.09745025,1.027368,1.355795,0.9,-0.1,-0.59,2.97,1.24
10,1,2001,0,1,8.125,96000,760,22,80,1.0883120000000002,12,0,0,5.80436,119.93,5.57,1.485,-0.59,-0.51,0.975,30618.03,0.05766212,0.9898991,1.1866889999999999,1.0,0.4,-1.17,2.41,2.78
24,1,2006,0,1,5.625,80000,760,35,73,2.7091,12,0,0,10.80204,147.44,21.77,-0.955,0.27,0.26,-0.695,47937.5,0.04563062,0.8022716,1.274195,-0.9,-0.2,0.65,0.39,-1.17
29,1,2002,0,1,8.0,104000,749,42,95,2.2829610000000002,12,0,0,7.713744999999999,120.61,13.35,0.82,-0.75,-0.57,0.25,19773.34,0.03440368,0.9514113000000001,1.283839,2.0,0.4,0.39,3.49,3.02
29,1,2006,0,1,5.625,133000,677,48,95,3.385338,12,0,0,20.41935,144.08,31.37,-0.635,0.28,0.32,-0.315,41984.18,0.07014866,0.8768454,1.228593,-1.1,-0.5,0.4,0.14,-1.49
28,1,2004,0,1,6.75,162000,641,38,80,2.262099,12,0,0,26.06081,128.53,17.31,1.03,-0.07,-0.5,0.53,71436.64,0.08290418,1.0396299999999998,0.9696256999999999,-0.8,-0.1,-0.11,2.12,-1.25
46,1,2003,0,1,6.625,156000,750,41,95,4.666962,12,0,0,16.0454,139.27,30.4,1.315,-2.37,-2.49,-1.175,51335.03,0.02632198,0.8955084000000001,1.544994,1.1,0.5,-1.59,2.5,-0.93
25,1,2005,0,1,6.0,91000,666,30,80,2.162615,12,0,0,49.27309,157.41,72.69,0.22,0.38,-0.01,0.21,77246.33,0.2589155,1.083002,1.395561,-0.4,0.0,-0.01,1.56,-1.85
18,1,2004,0,1,5.75,166000,732,26,79,2.141205,12,0,0,10.95843,171.51,23.11,0.03,0.17,-0.07,-0.04,75994.35,0.06575322,0.8447955,1.6084040000000002,-0.5,0.0,-0.14,2.48,-0.85
10,1,2000,0,1,7.75,198000,768,12,80,0.4242944,12,0,0,2.991761,126.1,6.43,-0.13,-0.48,-0.18,-0.31,62642.46,0.03129758,1.01604,1.319275,-0.2,0.0,-0.12,-0.2,-1.44
8,1,2003,0,1,6.375,267000,692,41,35,0.3973308,12,0,0,1.530812,167.12,2.55,1.065,-0.37,-1.0,0.065,506653.4,0.02632198,0.8955084000000001,1.544994,1.1,0.5,-1.59,2.5,-0.93
4,1,2002,0,1,6.875,46000,707,34,80,2.173913,12,0,0,0.5596140000000001,135.94,2.25,0.065,0.26,-0.21,-0.145,13451.71,0.05375052,0.9775623999999999,1.302748,1.4,0.3,-0.19,3.19,2.97
52,1,2006,0,1,6.375,88000,800,20,76,5.530784,12,0,0,28.31777,132.92,44.16,0.235,0.34,-0.08,0.155,71125.29,0.06145347,0.8112566,1.328077,-0.2,-0.1,0.06,-0.34,-1.0
14,1,2003,0,1,7.0,158000,761,22,95,1.203694,12,0,0,4.020490000000001,136.08,5.28,1.06,-0.95,-0.61,0.45,16565.29,0.03634964,0.8712049000000001,1.295261,1.0,0.3,-0.67,3.08,0.11
6,1,2003,0,1,5.875,301000,686,40,75,0.3333333,12,0,0,10.536769999999999,138.02,3.44,0.635,-0.72,-0.66,-0.025,110969.6,0.141487,1.1094959999999998,1.0289139999999999,0.1,0.0,-1.6,2.41,-0.82
17,1,2003,0,1,7.125,138000,756,40,80,2.237319,12,0,0,1.7686979999999999,124.77,5.66,1.225,-0.68,-0.82,0.405,45412.7,0.014573500000000001,0.8777417,1.2556479999999999,-0.4,0.0,-0.99,2.88,-0.51
22,1,2004,0,1,7.25,119000,622,34,90,1.324746,12,0,0,29.3964,137.63,35.87,1.85,-1.1,-1.15,0.7,48845.32,0.1375451,1.107559,1.182074,-0.6,-0.1,0.02,2.89,0.21
30,1,2006,0,1,5.875,132000,705,64,97,3.078561,12,0,0,45.113409999999995,144.32,33.56,-0.305,0.06,0.1,-0.205,39790.63,0.08299651,1.066891,1.020126,-0.5,-0.2,0.09,-0.29,-0.87
1,1,2004,0,1,6.25,323000,764,33,61,0.0,12,0,0,0.0,214.98,0.0,0.67,0.0,0.0,0.67,205868.9,0.1684835,1.185431,1.3861139999999998,-0.3,-0.1,0.18,3.15,0.42
11,1,2003,0,1,6.875,216000,676,42,80,0.8621296,12,0,0,1.659059,165.1,3.53,1.085,-1.31,-1.09,-0.005,61635.06,0.030425999999999998,0.9060521999999999,1.564503,0.5,0.7,-1.01,2.73,-0.46
17,1,2005,0,1,5.25,301000,776,53,65,1.7616,12,0,0,1.314484,139.55,8.9,-0.41,-0.05,-0.32,-0.73,196258.5,0.02497263,0.7642825,1.3293,0.2,-0.1,0.07,1.89,-1.38
10,1,2005,0,1,5.875,260000,768,24,80,0.8130888000000001,12,0,0,-0.48835100000000004,141.6,1.94,-0.165,-0.23,-0.21,-0.375,71291.46,0.02364115,0.7316745,1.3104280000000001,0.3,0.0,0.67,1.76,-1.13
1,1,2003,0,1,6.5,290000,738,16,95,0.0,12,0,0,0.0,146.34,0.0,0.6,0.0,0.0,0.6,15210.53,0.07383496,0.9691369000000001,1.275954,0.3,0.1,-0.99,2.88,-0.51
15,1,2003,0,1,6.75,185000,647,38,74,1.5047030000000001,12,0,0,15.46527,128.96,23.02,0.85,-0.6,-1.12,-0.27,112409.9,0.1241825,1.061347,1.2100030000000002,-0.6,0.0,-0.99,2.88,-0.51
59,1,2004,0,1,7.25,88000,728,49,56,5.617864,12,0,0,20.48624,135.55,30.82,1.0,-1.21,-1.55,-0.55,109816.1,0.03384794,0.8180693,1.456065,-0.5,0.1,1.4,3.46,1.05
25,1,2002,0,1,7.75,124000,706,32,80,2.649677,12,0,0,7.184436,119.45,9.6,1.76,-1.93,-1.89,-0.13,46742.7,0.04187301,0.9228138000000001,1.200626,0.6,0.0,-0.86,2.24,0.15
6,1,2001,0,1,7.25,30000,704,15,24,33.33333,12,0,0,0.6622271,136.57,-0.32,0.53,-0.41,-0.4,0.13,104707.1,0.009446764,0.9512749,1.3442,1.2,0.4,-1.07,2.09,2.29
16,1,2003,0,1,6.75,276000,757,31,82,1.437246,12,0,0,3.881629,148.64,6.03,0.81,-0.36,-0.4,0.41,78206.7,0.03088795,0.8760252000000001,1.380442,-0.5,-0.5,0.35,3.37,1.01
29,1,2006,0,1,5.875,55000,703,17,80,7.544109,12,0,0,68.13855,171.08,73.99,-0.435,0.0,-0.01,-0.445,47632.79,0.03520857,1.328515,1.1101159999999999,-0.1,0.1,0.52,-0.09,-0.87
14,1,2001,0,1,8.125,295000,713,46,63,0.9981356,12,0,0,10.10609,127.5,17.33,0.965,-0.63,-0.57,0.395,239844.3,0.09365306,1.024129,1.31882,1.8,0.7,-0.15,3.4,3.93
18,1,2003,0,1,7.0,105000,552,28,59,1.89419,12,0,0,8.710208,131.01,12.13,1.1,-0.92,-1.02,0.08,91432.59,0.06692569,0.9541584000000001,1.2676450000000001,0.1,-0.1,-0.99,2.88,-0.51
13,1,2001,0,1,8.125,61000,755,25,80,0.5608852,12,0,0,4.396917,118.55,6.66,1.215,-1.37,-1.32,-0.105,19875.78,0.04454157,0.9891319,1.240567,0.4,0.1,-1.37,0.47,-0.1
22,1,2002,0,1,7.125,88000,683,53,95,1.945068,12,0,0,5.845146,136.27,6.1,0.995,-1.05,-0.99,0.005,10489.81,0.03604077,0.9002329,1.3449790000000001,0.0,0.0,-0.6,2.82,0.04
11,1,2001,0,1,8.625,220000,718,32,76,0.6732727,12,0,0,4.024076999999999,111.48,6.25,1.425,-0.66,-0.93,0.495,87183.9,0.04711654,0.9872019000000001,1.145997,0.4,0.3,-1.05,1.77,1.12
36,1,2004,0,1,6.75,85000,735,48,85,3.8794589999999998,12,0,0,9.824247999999999,139.29,11.24,1.03,-0.9,-1.44,-0.41,26367.04,0.03026298,0.7797187,1.334416,0.4,0.1,-0.11,2.12,-1.25
21,1,2002,0,1,7.625,253000,766,42,80,1.425317,12,0,0,9.99843,130.0,13.48,1.285,-1.07,-1.39,-0.105,99254.88,0.05464753,0.9545853999999999,1.307528,1.4,0.1,-0.59,2.97,1.24
16,1,2003,0,1,6.375,205000,729,29,73,1.3153920000000001,12,0,0,24.78608,134.83,23.68,1.135,-1.95,-1.94,-0.805,127215.2,0.14084029999999997,1.119838,1.14228,0.3,0.1,-1.6,2.41,-0.82
59,2,2006,1,0,7.25,44000,771,20,80,5.180455,9,2,1,24.17689,113.47,43.55,0.85,-0.36,-0.76,0.09,34388.5,0.0450722,0.7739851,1.227268,-0.2,0.1,0.27,-0.19,-0.94
5,1,2001,0,1,8.25,187000,618,32,95,0.5347594,12,0,0,0.8195193999999999,127.59,1.49,1.13,-0.64,-0.56,0.57,13140.83,0.06705719,0.9948165999999999,1.283931,0.7,0.4,-1.42,0.22,-0.75
29,1,2003,0,1,7.0,90000,734,14,65,2.485267,11,1,0,32.93605,125.99,31.13,1.02,-1.12,-1.22,-0.2,84909.78,0.1227057,1.078867,1.1446100000000001,-0.4,-0.3,0.4,3.33,1.09
22,1,2003,0,1,6.875,190000,632,43,90,2.0671049999999997,12,0,0,26.86826,143.65,33.99,0.895,-0.82,-1.18,-0.285,74991.04,0.1227057,1.078867,1.2940969999999998,-0.4,-0.3,0.4,3.33,1.09
55,1,2006,0,1,6.75,130000,624,27,95,5.454923,7,5,0,38.63086,137.12,43.68,0.03,0.05,-0.24,-0.21,57524.98,0.1136971,0.8485115,1.2710190000000001,-1.4,-0.3,0.91,0.14,-0.82
18,1,2001,0,1,8.125,160000,752,31,95,0.8751572,12,0,0,3.972165,140.97,12.21,1.105,-1.45,-1.2,-0.095,24256.4,0.04307006,0.9768734,1.465403,2.5,0.9,-1.07,2.78,3.23
2,1,2002,0,1,6.875,300000,705,34,69,0.3333333,12,0,0,0.42216149999999997,143.42,0.0,0.885,-0.39,-0.23,0.655,135782.6,0.06763001,0.9771834,1.260078,1.0,-0.1,-0.86,2.24,0.15
18,1,2002,0,1,7.0,205000,747,24,80,1.6972200000000002,12,0,0,2.869555,129.36,3.18,1.07,-1.21,-1.1,-0.03,61028.58,0.03094525,0.8926353000000001,1.2589569999999999,-0.2,0.1,-1.06,2.84,-0.56
4,1,2002,0,1,7.25,105000,722,46,44,0.0,12,0,0,1.054612,154.96,2.43,0.94,-0.71,-0.03,0.91,137378.5,0.05289536,0.9502856,1.414245,0.4,-0.1,-0.63,2.36,-0.05
10,2,2004,1,0,6.0,96000,698,49,53,0.7074063,7,4,1,4.644642,179.7,3.12,0.36,-0.05,-0.04,0.32,88956.05,0.04065685,0.8094661,1.568449,-0.6,-0.1,-0.19,2.34,-1.03
40,1,2006,0,1,5.875,73000,727,51,80,6.5618490000000005,12,0,0,7.519723,140.44,9.84,-0.565,1.31,1.13,0.565,29433.63,0.003047963,0.6963264,1.29176,-0.3,0.2,0.62,-0.08,-0.9
14,1,2003,0,1,7.0,231000,702,43,80,1.118571,12,0,0,21.239639999999998,153.99,21.17,1.09,-1.1,-0.9,0.19,100030.2,0.15561370000000002,1.10924,1.315295,0.2,0.0,-1.47,2.68,-0.81
20,1,2001,0,1,8.375,72000,734,35,80,1.329014,12,0,0,14.91884,123.41,10.44,1.215,-1.35,-1.46,-0.245,26570.54,0.09895110000000001,1.029569,1.2123959999999998,2.3,1.3,-0.15,3.4,3.93
15,1,2002,0,1,8.25,112000,778,23,80,4.056339,12,0,0,12.439869999999999,134.9,8.5,1.29,-0.68,-0.77,0.52,41364.45,0.1058259,1.0383870000000002,1.28206,1.8,0.6,-0.12,3.39,3.38
17,1,2003,0,1,7.0,80000,738,41,67,5.569875,12,0,0,7.517558,126.41,10.3,1.1,-0.68,-0.82,0.28,53587.95,0.06215677,0.9408332,1.227849,0.0,0.2,-0.99,2.88,-0.51
72,0,2005,0,0,6.875,48000,735,20,67,8.131167,12,0,0,22.91411,133.2,38.19,0.835,-0.68,-0.89,-0.055,48085.29,0.02053513,0.7577013000000001,1.510934,0.1,-0.2,0.67,1.76,-1.13
46,1,2003,0,1,7.875,132000,781,38,80,3.875614,12,0,0,13.56512,120.61,20.38,1.555,-1.58,-1.43,0.125,65996.58,0.03133226,0.8717252000000001,1.279463,0.6,-0.1,0.19,3.5,0.86
10,1,2003,0,1,7.5,69000,647,53,74,1.48242,12,0,0,4.188633,143.54,5.07,1.6,-1.16,-0.98,0.62,28559.57,0.05661454,0.9462200999999999,1.327129,0.0,0.0,-0.99,2.88,-0.51
25,1,2005,0,1,6.25,196000,675,40,95,2.675663,12,0,0,5.253147,154.21,14.65,0.56,0.27,-0.1,0.46,35160.16,0.02399356,0.765901,1.493831,0.3,-0.1,0.09,1.63,-1.52
22,1,2004,0,1,6.625,158000,729,40,77,1.783439,12,0,0,14.21641,165.42,22.98,1.045,-1.08,-1.18,-0.135,78021.17,0.07073975,0.9898338,1.454775,0.2,-0.2,0.18,3.15,0.42
24,1,2002,0,1,8.25,163000,675,27,45,1.959393,12,0,0,16.80519,113.39,27.95,1.29,-1.48,-1.35,-0.06,291701.8,0.09655519,1.027125,1.277498,1.0,0.1,-0.12,3.39,3.38
72,0,2005,0,0,7.0,77000,755,29,72,7.317753,12,0,0,95.61156,116.31,84.5,0.96,-0.68,-0.89,0.07,113275.0,0.2254422,1.2283469999999999,1.091999,-0.7,-0.4,0.67,1.76,-1.13
6,1,2003,0,1,7.25,234000,615,40,90,0.42735039999999996,12,0,0,6.725871000000001,174.51,6.22,2.01,-0.72,-0.66,1.35,36267.09,0.119878,1.067888,1.365764,-0.2,0.1,-1.6,2.41,-0.82
9,1,2002,0,1,6.875,84000,724,36,63,0.7737738000000001,12,0,0,9.956259,145.45,7.49,0.945,-1.18,-0.95,-0.005,56849.35,0.12151580000000001,1.057025,1.226799,-0.6,-0.1,-1.06,2.84,-0.56
5,1,2002,0,1,6.875,229000,617,45,75,0.4366812,12,0,0,6.447572,123.33,3.68,0.565,-0.99,-0.24,0.325,86444.07,0.14484629999999998,1.089907,0.9950620000000001,0.9,0.0,-0.63,2.36,-0.05
25,1,2003,0,1,7.0,210000,647,32,68,2.2437139999999998,10,2,0,27.28691,166.42,47.14,1.02,-0.46,-0.74,0.28,191012.4,0.1090579,1.066115,1.574381,0.5,0.1,0.4,3.33,1.09
3,1,2006,0,1,6.25,152000,714,20,42,0.0,12,0,0,3.8884279999999998,241.04,1.85,-0.33,0.42,0.32,-0.01,212682.4,0.11184069999999999,1.2674940000000001,1.157698,-0.5,0.0,0.65,0.39,-1.17
18,1,2003,0,1,6.5,246000,676,35,79,2.379146,12,0,0,28.172279999999997,182.74,19.23,1.26,-1.71,-1.72,-0.46,104013.4,0.14084029999999997,1.119838,1.455468,0.3,0.1,-1.6,2.41,-0.82
23,1,2001,0,1,7.999,77000,798,23,59,1.662351,12,0,0,4.778841000000001,124.44,10.02,0.9790000000000001,-2.01,-1.23,-0.251,65297.12,0.01881321,0.9544806,1.316495,2.1,0.7,-1.07,2.78,3.23
72,0,2005,0,0,8.5,47000,645,9,80,41.7007,12,0,0,27.040779999999998,127.02,31.63,2.28,-2.19,-2.03,0.25,45979.01,0.07874443,0.7731623000000001,1.2668139999999999,-0.5,0.0,0.24,0.58,-1.46
15,1,2001,0,1,8.625,52000,745,31,95,1.9935,12,0,0,5.631069,129.83,9.16,1.985,-1.26,-1.35,0.635,7635.354,0.05517994,0.9880167999999999,1.31675,0.9,0.5,-1.17,2.41,2.78
13,1,2001,0,1,8.125,202000,783,36,90,0.5899005,12,0,0,4.595781,131.09,9.38,1.005,-0.85,-1.01,-0.005,39499.4,0.04601531,0.9912306000000001,1.3745889999999998,0.0,0.2,-0.85,1.27,0.94
12,1,2005,0,1,6.125,68000,781,20,80,1.303029,12,0,0,1.171373,179.23,3.68,0.215,0.1,0.27,0.485,19631.3,0.00806759,0.7146159000000001,1.587634,-0.5,0.0,0.07,0.78,-1.7
8,1,2003,0,1,6.75,220000,743,27,51,0.7025,12,0,0,8.037353,154.73,5.99,0.84,-0.45,-0.31,0.53,229617.6,0.1406896,1.082784,1.236351,-0.1,0.1,-1.47,2.68,-0.81
24,1,2003,0,1,6.5,105000,788,20,64,2.999905,12,0,0,10.7155,140.2,21.39,0.71,-1.43,-1.41,-0.7,87243.05,0.05789533,0.9383415,1.418626,0.7,0.5,-1.25,2.83,-0.67
25,1,2005,0,1,6.0,137000,797,45,59,27.737740000000002,12,0,0,18.585929999999998,148.12,30.54,0.22,0.38,-0.01,0.21,178437.2,0.07841749,0.8933368,1.313631,-0.5,-0.2,-0.01,1.56,-1.85
26,1,2003,0,1,7.5,109000,674,29,95,3.9804589999999997,12,0,0,7.104572999999999,129.34,9.13,1.71,-1.26,-1.36,0.35,18174.72,0.03383293,0.9000635,1.293234,0.3,0.3,-1.01,2.73,-0.46
38,1,2002,0,1,6.875,61000,724,14,67,3.5582620000000005,12,0,0,12.12452,123.35,20.13,-0.005,-0.02,-0.1,-0.105,47073.29,0.03383549,0.9452655999999999,1.366882,0.8,0.1,0.07,3.5,2.23
42,1,2005,0,1,6.75,116000,635,23,83,4.432241,12,0,0,72.71497,134.48,63.62,1.22,-1.04,-1.43,-0.21,95017.85,0.3002517,1.136296,1.1109040000000001,-0.4,-0.1,-0.73,1.03,-2.43
7,1,2002,0,1,7.125,194000,695,30,86,0.6037824,12,0,0,10.59687,188.15,15.2,0.815,-1.27,-0.57,0.245,50713.92,0.1516211,1.083307,1.602855,0.7,0.1,-0.63,2.36,-0.05
22,1,2003,0,1,6.875,252000,717,31,80,1.966071,12,0,0,13.273970000000002,123.73,9.96,0.965,-1.47,-1.2,-0.235,93311.33,0.08318878,0.9790353,1.1374030000000002,0.2,0.0,-1.47,2.68,-0.81
31,1,2003,0,1,8.0,90000,765,51,63,2.302178,12,0,0,39.35369,162.1,15.12,2.06,-1.18,-1.21,0.85,68254.21,0.125722,1.117365,1.266101,0.2,0.1,-0.67,3.08,0.11
23,1,2003,0,1,7.5,128000,771,28,80,2.1776560000000003,12,0,0,6.67334,142.04,12.17,1.6,-0.84,-1.01,0.59,48496.21,0.03221947,0.9090364,1.433469,0.2,0.5,-0.99,2.88,-0.51
22,1,2002,0,1,7.0,117000,735,31,76,2.6265810000000003,12,0,0,8.561973,151.05,16.07,0.87,-1.05,-0.99,-0.12,56398.72,0.03888925,0.9353031999999999,1.519595,0.7,0.2,-0.6,2.82,0.04
29,1,2002,0,1,7.875,240000,686,37,80,2.231175,10,2,0,26.35633,131.25,48.3,1.065,-1.2,-1.15,-0.085,175754.8,0.09150647,1.031531,1.604099,1.8,0.4,-0.19,3.19,2.97
5,1,2002,0,1,6.75,170000,780,39,61,0.5882353,12,0,0,4.425364,155.82,4.98,0.82,-0.23,-0.29,0.53,118595.4,0.16006320000000002,1.091811,1.248753,0.4,0.1,-1.06,2.84,-0.56
44,1,2003,0,1,8.375,77000,788,24,74,3.1886229999999998,12,0,0,17.32574,132.26,33.53,2.485,-1.69,-2.24,0.245,55888.64,0.01488759,0.8687905999999999,1.485225,0.2,-0.1,0.25,3.37,0.55
11,1,2001,0,1,8.0,230000,766,27,63,0.8353913000000001,12,0,0,5.800805,146.85,12.74,1.36,-0.67,-0.49,0.87,168673.3,0.06316219,0.9903144,1.508401,1.9,0.9,-1.17,2.41,2.78
47,1,2003,0,1,8.375,36000,754,38,80,3.443889,12,0,0,22.638,129.0,39.79,2.485,-2.36,-2.36,0.125,24120.03,0.05421678,0.9167076,1.433062,0.2,-0.4,0.25,3.37,0.55
6,1,2005,0,1,6.375,221000,663,32,80,0.45248869999999997,12,0,0,9.669279,187.6,15.43,0.685,0.04,-0.03,0.655,78971.42,0.1862849,1.213262,1.133843,0.0,0.1,0.09,1.63,-1.52
26,1,2005,0,1,4.875,320000,727,47,74,3.3646879999999997,12,0,0,67.42397,177.59,121.58,-1.275,0.19,0.17,-1.105,419247.3,0.1591479,1.313978,1.4076110000000002,-0.6,0.0,0.36,0.75,-1.59
72,0,2006,0,0,8.125,85000,653,34,90,5.885235,7,5,0,23.55077,124.26,25.39,1.985,-0.64,-0.99,0.995,33744.69,0.02707711,0.751722,1.211243,-0.5,0.0,0.06,-0.34,-1.0
66,1,2004,0,1,7.0,77000,653,47,50,6.101132,12,0,0,22.99681,133.3,54.8,1.28,-1.05,-1.21,0.07,143124.5,0.05612651,0.8071103000000001,1.627103,-0.2,-0.1,-0.14,2.48,-0.85
14,1,2001,0,1,8.375,55000,786,28,80,0.5504545,12,0,0,3.020274,133.29,9.67,1.175,-0.6,-0.93,0.245,19040.46,0.02288389,0.9837355,1.396492,-0.2,0.2,-1.05,1.77,1.12
24,1,2002,0,1,8.0,201000,759,28,95,1.544527,12,0,0,12.30546,142.55,21.95,1.24,-0.94,-1.46,-0.22,46262.6,0.0420935,0.970432,1.507841,2.2,0.1,-0.23,3.43,1.66
34,1,2004,0,1,6.875,132000,754,41,80,3.1437880000000002,12,0,0,70.14196,155.06,104.74,1.065,-1.05,-1.37,-0.305,148604.1,0.2014953,1.2677379999999998,1.411019,-0.8,-0.2,-0.04,2.04,-1.33
22,1,2005,0,1,5.875,242000,675,42,95,2.1482229999999998,12,0,0,18.93985,144.08,25.15,-0.035,-0.07,0.06,0.025,62401.34,0.07405394,0.8771738000000001,1.1966780000000001,-0.5,-0.1,0.07,0.78,-1.7
44,1,2006,0,1,7.0,292000,769,53,80,4.098185,12,0,0,102.8944,138.69,100.33,0.65,0.46,0.13,0.78,349012.1,0.1933747,1.359617,1.0712469999999998,-0.9,-0.2,0.22,0.21,-1.55
