7.75,50000,639,24,90,2.83852,12,0,0,15.22035,129.34,30.52,1.96,-2.02,-1.97,-0.01,20084.11,0.02806104,0.9147766,1.468992,-0.1,0.0,-1.01,2.73,-0.46,42,0
8.25,90000,786,18,89,2.513533,12,0,0,31.556690000000003,112.67,30.16,1.94,-2.34,-1.75,0.19,40454.98,0.133194,1.064808,1.145381,-0.2,-0.1,-0.63,2.36,-0.05,35,0
6.0,129000,657,35,93,4.035349,12,0,0,24.74292,184.73,82.25,-0.18,0.29,0.33,0.15,76674.99,0.05575821,0.8263305000000001,1.976841,-0.6,-0.3,0.09,-0.29,-0.87,37,0
7.25,220000,780,39,63,2.753196,12,0,0,24.026,132.82,33.64,1.34,-1.35,-1.24,0.1,222691.8,0.1029959,1.036869,1.337211,-0.1,0.0,-1.47,2.68,-0.81,27,0
8.75,222000,700,30,90,0.7236036,12,0,0,10.13774,136.53,12.53,1.73,-0.59,-0.11,1.62,48910.83,0.1029797,1.02927,1.3533959999999998,2.2,1.4,-1.07,2.78,3.23,12,0
7.25,54000,615,29,40,7.332963,12,0,0,121.9203,118.67,168.3,1.34,-1.91,-2.05,-0.71,276419.3,0.2527942,1.321954,1.346498,-1.1,-0.2,0.07,0.78,-1.7,72,0
5.875,66000,708,25,56,3.054712,12,0,0,11.6903,144.78,14.59,-0.905,0.61,0.7,-0.205,65750.14,0.05953235,0.7516749,1.265342,-0.3,-0.1,1.11,0.32,-0.71,24,0
8.875,103000,689,32,95,2.982602,12,0,0,17.839679999999994,109.18,16.15,3.475,-2.22,-2.73,0.745,24530.87,0.07030434,0.8961818000000001,1.055288,0.0,-0.2,0.02,2.89,0.21,45,0
6.875,229000,725,35,68,5.944013,12,0,0,54.91421999999999,121.42,35.14,1.195,-1.08,-1.3,-0.105,218839.1,0.1276129,1.099991,1.097133,-0.6,-0.2,0.1,3.27,0.39,59,0
8.125,45000,630,39,18,2.6546220000000003,12,0,0,8.107125,130.6,9.2,1.485,-0.59,-0.51,0.975,223805.6,0.1027856,1.020436,1.282347,1.2,0.6,-1.17,2.41,2.78,10,0
8.25,78000,753,39,95,2.558282,12,0,0,37.57186,106.68,28.52,2.46,-2.54,-2.83,-0.37,28050.87,0.1576655,1.101596,1.03169,0.2,0.0,-1.01,2.73,-0.46,34,0
6.25,262000,712,40,69,2.594695,12,0,0,29.16702,185.56,74.5,-0.37,1.28,1.22,0.85,276957.1,0.05900454,1.007173,1.548037,-0.2,-0.1,0.97,0.39,-0.91,27,0
7.0,244000,778,53,80,1.10373,12,0,0,4.305743,160.48,6.11,1.01,-0.86,-0.73,0.28,75305.45,0.03981313,0.9471141,1.510117,1.2,0.1,-0.86,2.24,0.15,13,0
6.5,133000,636,38,95,2.476541,12,0,0,73.20413,154.36,96.98,0.35,0.17,0.21,0.56,98251.82,0.316562,1.201177,1.293621,-0.2,0.0,0.36,0.75,-1.59,25,0
8.0,114000,783,49,95,4.344561,12,0,0,13.4275,137.21,24.24,2.22,-1.38,-1.95,0.27,32152.42,0.02414597,0.7478799,1.417972,-0.2,-0.3,-0.01,1.56,-1.85,54,0
5.75,130000,747,44,54,2.193923,12,0,0,44.36026,147.48,44.27,-0.4,0.63,0.75,0.35,185857.5,0.1574815,1.146536,1.033952,-0.2,-0.1,0.36,0.75,-1.59,20,0
7.75,100000,664,31,75,2.74017,12,0,0,27.24531,137.31,32.13,1.82,-2.23,-2.3,-0.48,67272.98,0.09394888,1.0179280000000002,1.411357,0.0,0.0,-1.06,2.84,-0.56,34,0
7.625,85000,777,36,51,6.220518,12,0,0,46.00084,138.15,93.44,2.045,-2.44,-2.73,-0.685,199681.8,0.09669022,1.05618,1.6759419999999998,0.0,-0.1,0.18,3.15,0.42,49,0
7.25,128000,617,30,80,4.433281,12,0,0,20.2656,127.85,19.25,1.1,-0.27,-0.57,0.53,61765.33,0.07371228,0.7555269,1.203692,-0.1,-0.2,0.36,0.75,-1.59,50,0
6.75,199000,753,16,80,1.7526259999999998,12,0,0,14.03176,170.3,19.9,0.81,0.35,-0.37,0.44,81891.22,0.1086238,1.065834,1.395242,0.3,-0.1,0.35,3.37,1.01,13,0
7.0,75000,735,44,75,6.219333,12,0,0,120.1025,135.59,183.72,0.38,-0.28,-0.58,-0.2,165161.2,0.1459302,1.345565,1.422722,-0.6,0.0,0.97,0.39,-0.91,61,0
7.0,117000,774,23,76,6.30647,12,0,0,78.50973,119.9,98.78,1.6,-1.4,-1.58,0.02,171156.0,0.175677,1.1978959999999998,1.377532,-0.3,-0.1,0.02,2.89,0.21,61,0
6.375,240000,707,31,78,2.364167,12,0,0,5.97401,157.1,3.75,1.065,-1.71,-1.8,-0.735,80710.97,0.02742223,0.8949166,1.465649,0.6,0.2,-1.59,2.5,-0.93,24,0
7.0,283000,793,54,68,0.9774205,12,0,0,8.851996,122.83,4.87,1.76,-1.32,-1.1,0.66,152443.3,0.08773605,0.987676,1.043392,0.1,-0.1,-1.6,2.41,-0.82,12,0
7.0,77000,809,27,51,1.646468,12,0,0,3.896839,158.59,8.59,1.21,-0.83,-0.93,0.28,83426.0,0.0296741,0.9238903,1.521103,0.5,0.2,-1.01,2.73,-0.46,18,0
8.75,78000,782,10,75,1.300628,12,0,0,9.209586,124.69,7.43,2.2,-0.81,-1.13,1.07,33211.62,0.05280866,0.962799,1.206321,1.1,-0.5,-0.35,3.23,1.44,21,0
8.75,137000,689,32,75,0.0,12,0,0,-0.2039569,127.01,3.41,1.63,-0.7,-0.76,0.87,50570.95,0.04338445,0.9947147,1.297393,0.8,0.3,-1.42,0.22,-0.75,6,0
