date,headline
2007-03-28,NYSE shares up on Euronext bid success
2007-03-29,Apple gets behind the album format with new offer
2007-03-29,UBS says to cut 23 of 30 NYSE floor trading jobs
2007-03-29,"DoubleClick eyes sale, talks with Microsoft: report"
2007-03-29,Warner Music shares up after analyst note
2007-03-29,"Napster, AT&T; in wireless music tie-up"
2007-03-29,Apple expands iTunes service
2007-03-29,Intel plans new generation of chips
2007-03-29,Spain's Cuatro launches YouTube web portal
2007-03-29,Apple: iTunes introduces complete my album
2007-03-30,"GTSI Corp teams with AT&T; on $20 bln, multiple-award GSA Networx Contract"
2007-03-30,Bank of America to sponsor Red Sox through 2015
2007-03-30,NYSE Euronext wins 91.42 pct of Euronext shares-watchdog
2007-03-30,Chevron begins San Francisco refinery restart -state
2007-03-30,"Exxon, Aramco China venture costs rise to $5 bln"
2007-03-30,Apple to offer Major League Baseball video highlights on the iTunes store
2007-04-01,Chevron L.A. refinery coker hit by fire Sunday-state
2007-04-02,Microsoft issuing animated cursor security patch
2007-04-02,Pfizer Pharmacia subsidiaries reach $34.7 mln settlement with DOJ
2007-04-02,Pfizer signs new software license agreement with Autonomy
2007-04-02,Market View: Nasdaq Comp and S&P; 500 slide to new lows
2007-04-02,Apple confirms higher quality DRM-free music on the iTunes Store
2007-04-02,"Apple/EMI in deal, but Beatles not included: source"
2007-04-03,Cisco communications system aims at smaller firms
2007-04-03,"After search, Google finds snake in NY office"
2007-04-03,Exxon says LA refinery restarts units shut in March
2007-04-04,Time Warner Cable sets guidance on $5 bln debt sale
2007-04-04,"US STOCKS-Wall St inches up as Altria, Microsoft gain"
2007-04-04,Kazakh ecology ministry drops Chevron Tengiz probe
2007-04-04,PepsiCo invites designers to new Pepsi challenge
2007-04-04,JPMorgan Chase in talks on tower near WTC site: NYT
2007-04-04,Time Warner Cable to offer debt securities
2007-04-04,BSQUARE announces it was selected as first embedded delivery partner for Microsoft NXT Initiative
2007-04-04,Cisco's Giancarlo joins Netflix board
2007-04-04,Time Warner Cable and The Walt Disney Co announce distribution agreements for carriage of Disney and ESPN Media Networks' products and services
2007-04-05,AT&T; open to Italian partners in torn T.Italia
2007-04-05,Market View: Dow joins S&P; 500 and Nasdaq Comp above Tues/Wed range in recent action
2007-04-05,Italy sees reciprocity issue if AT&T; buys Olimpia
2007-04-05,Market View: Dow and S&P; 500 lagging but Nasdaq Comp tests yesterday's peak at 2461
2007-04-07,Google tests directory assistance for phones
2007-04-08,Jesus drinking Coca-Cola? Not this Easter
2007-04-09,TRM reports receipt of noncompliance notice from NASDAQ
2007-04-09,"Gigabeam and Motorola and Cisco Technologies selected by the kingdom of Bahrain, for an integrated telecommunications network"
2007-04-09,Market View: Dow and S&P; 500 edge above very tight ranges to establish minor hew session highs 
2007-04-09,Market View: Dow and S&P; 500 hovering just under morning highs at 12583 and 1446.65
2007-04-09,"AFP, Google News settle lawsuit over Google News"
2007-04-09,"AMD, Intel shares rise"
2007-04-09,Google bows to China portal Sohu's apology demand
2007-04-10,"America Movil, AT&T; try to ease T.Italia fears"
2007-04-10,Microsoft sees 2007 China sales up over 20 pct
2007-04-10,"Dow, Chevron Phillips to link plastics operations"
2007-04-10,"Winners, losers in the Apple, EMI digital deal"
2007-04-10,Apple sells 100 million iPods
2007-04-10,"Dow, Chevron Phillips plan chemicals partnership"
2007-04-10,Renovis and Pfizer extend research collaboration to identify small molecule VR1 antagonists; guides FY07 revs
2007-04-11,Google draws 64 pct of US search queries: Hitwise
2007-04-11,Google to open R&D; center in Poland
2007-04-11,Exxon Mobil CEO earned more than $18 mln in 2006
2007-04-11,EMI concerns grow at Warner Music
2007-04-11,Manor Care retains JP Morgan for strategic advice
2007-04-12,Market View: Lagging Dow and S&P; 500 set new session highs of 12551 and 1447.16
2007-04-12,Nasdaq says March share of NYSE stocks up at 15.9 pct
2007-04-12,Google Earth maps atrocities in Darfur
2007-04-12,MGM offering films at Apple's iTunes store
2007-04-13,NYSE makes bid to expand corporate bond trading
2007-04-13,Biomet granted continued listing by NASDAQ
2007-04-13,Google launches UK version of Checkout system
2007-04-14,Growth abroad could shelter GE from U.S. slowdown
2007-04-15,New Microsoft data center powers Web services push
2007-04-16,AT&T; pulls out of talks for T.Italia control-media
2007-04-16,AT&T; says no longer pursuing Olimpia stake
2007-04-16,NASDAQ sets fresh session high of 31.64
2007-04-16,AT&T; pulls out of Telecom Italia bid: America Movil
2007-04-16,AT&T; confirms it ends preliminary talks on possible Olimpia stake
2007-04-16,AT&T; pulls out of T.Italia talks: source
2007-04-16,AT&T; pulls out of T.Italia talks: media
2007-04-16,AT&T;: no comment on reports it exited T.Italia talks
2007-04-16,Intel to unveil hand-held computer plan -NYT
2007-04-17,Google adds presentation software to Google Docs
2007-04-17,Chevron reports release at L.A. refinery -state
2007-04-17,AT&T; Services gets injunctions against alleged data brokers
2007-04-17,DivX says Intel to use its multimedia software
2007-04-17,Commerce Group stock rises as S&P; adds it to MidCap 400
2007-04-17,"US STOCKS-Blue chips rise on Coca-Cola, J&J; earnings"
2007-04-17,PennySaverUSA.com says working with Google on business data
2007-04-18,Bank of America CEO sees more Europe bank deals
2007-04-18,"AT&T; has 18,000 U-Verse video service users"
2007-04-18,NaviSite to provide support for Microsoft Silverlight
2007-04-19,"Chevron ""optimistic"" about Venezuelan takeover"
2007-04-19,"Bank of America profit up 5 pct, card losses rise"
2007-04-19,Qiao Xing Telephone's confirms subsidiary filed for Initial Public Offering and Listing on NYSE
2007-04-20,Pfizer places hold on HDL drugs like torcetrapib
2007-04-20,AT&T; marketing exec leaves amid Cingular rebranding
2007-04-20,Google: DoubleClick statement regarding data ownership
2007-04-20,Google climbs as results beat expectations
2007-04-20,Microsoft aims to add 1 bln more users by 2015
2007-04-20,Apple seen having upper hand in music negotiations
2007-04-20,Google's DoubleClick deal raises issues -WPP chief
2007-04-20,"Pfizer cuts forecast, as generics cut deeper"
2007-04-20,"US STOCKS-Futures surge, boosted by Google, Caterpillar"
2007-04-21,Apple seen having upper hand in music negotiations
2007-04-21,AnywhereCD sues Warner Music
2007-04-23,Chevron S.F. refinery reports flaring - state
2007-04-23,Bank of America to buy ABN's LaSalle
2007-04-23,Exxon Mobil manager new CEO at Syncrude Canada
2007-04-23,FACTBOX-Bank of America acquisitions under Kenneth Lewis
2007-04-23,EU considers new kind of Microsoft antitrust action
2007-04-23,Chevron sells Benelux stations to Delek -source
2007-04-23,Bank of America says won't breach US deposit cap
2007-04-23,Bank of America sees LaSalle adding to earnings
2007-04-24,US panel urges approval of Pfizer AIDS drug
2007-04-24,Chevy Chase says in new bio was beaten by mother
2007-04-24,Exxon says Baytown overhaul on schedule
2007-04-24,"US STOCKS-Dow nears 13,000 as IBM boosts blue chips"
2007-04-24,SEC won't file stock options case against Apple
2007-04-24,SEC sues ex-Apple lawyer in options dating case
2007-04-24,"Apple: Former Apple CFO Anderson said CEO Jobs, board approved grants, says Jobs gave him 'reassurance' on grants"
2007-04-24,200 Day-Alert -- NYSE Euronext tests/attempting to stabilize near support at its 200 day ema 
2007-04-24,Exxon says completes drilling seven-mile well
2007-04-24,"AT&T; profit doubles, but wireless growth lags"
2007-04-24,Exxon Mobil announces drilling of world-record well
2007-04-24,"SAP, Microsoft to extend Duet software cooperation"
2007-04-24,Pepsi Bottling affirms first-half 2007 forecast
2007-04-24,Warner Music settles with Bertelsmann on Napster
2007-04-24,Warner Music Group and Bertelsmann announce Napster settlement
2007-04-25,Exxon Mobil raises dividend to 35 cents/share
2007-04-25,Intel hovering near session high of 22.07 and just under this week's peak at 22.13 
2007-04-25,Bank of America CEO Lewis Cites Opportunities for Growth
2007-04-25,Bank of America issues statement on LaSalle contract
2007-04-25,U.S. panel urges approval of Pfizer AIDS drug
2007-04-26,Bank of America buys Seattle reverse mortgage unit
2007-04-26,Keep an eye out for McCain -- on YouTube
2007-04-26,U.S. says Pfizer unit pleads guilty to kickback
2007-04-26,US STOCKS-Indexes tread water before GDP; Apple up
2007-04-26,Apple shares surge after upbeat earnings
2007-04-26,Coca-Cola Enterprises 1st-quarter profit slips
2007-04-26,"Coke Enterprises affirms targets for 2007, beyond"
2007-04-26,Jobs says Apple customers not into renting music
2007-04-26,Apple iPhone to ship in late June: CFO
2007-04-26,US STOCKS-Wall Street pauses after rally; Apple jumps
2007-04-26,Exxon Mobil profit boosted by refineries
2007-04-26,"Bristol-Myers, Pfizer sign $1 bln blood-clot deal"
2007-04-26,NYSE Euronext ready for deals if they come - CFO
2007-04-27,AT&T; announces ad hoc pension increase
2007-04-27,AT&T; confirms CEO Whitcare to retire; Board names Stephenson as successor
2007-04-27,Microsoft shares rise after earnings report
2007-04-27,US STOCKS-Stocks flat amid mixed data; Microsoft up
2007-04-27,US STOCKS-Blue chips slip on GDP data; Microsoft gains
2007-04-27,"Chevron beats by $0.18, ex items"
2007-04-29,AT&T; CEO Whitacre to retire in June
2007-04-30,"Google, 4 states partner on government info search"
2007-04-30,Google Earth moves a village?
2007-05-01,Market View: New rebound highs for Nasdaq Comp and S&P; 500 
2007-05-01,"Market View: Dow sets new low, Nasdaq Comp and S&P; 500 approaching morning lows"
2007-05-01,Pfizer says Canadian court blocks generic Celebrex
2007-05-01,Google says Viacom lawsuit threat to Internet use
2007-05-01,Google expands personalization with iGoogle
2007-05-02,Time Warner sees AOL ad growth for year below Q1's
2007-05-02,Glu Mobile in deal with Warner Bros
2007-05-02,EU defers antitrust advice until Microsoft verdict
2007-05-02,"Time Warner beats on cable, AOL"
2007-05-02,Time Warner Cable posts 1st-qtr profit
2007-05-02,"Pfizer, Eisai say anti-clotting drug gets additional approval"
2007-05-03,EuroTrust A/S: Intention to delist from NASDAQ and seek AIM admission
2007-05-03,Time Warner posts higher-than-expected profit
2007-05-03,"Google, Belgian group in talks over copyright row"
2007-05-03,Apple unveils plans to go greener
2007-05-04,Exxon says LA refinery overhaul done; restarts SRU
2007-05-04,Bank of America sues over LaSalle sale
2007-05-04,Bank of America to buy into firm started by ex-CIO
2007-05-04,Microsoft declines comment on Yahoo bid reports
2007-05-04,Yahoo declines comment on reports of Microsoft talks
2007-05-05,Yahoo shares rise on reports of Microsoft interest
2007-05-07,Warner Bros. to offer programming on Joost
2007-05-07,Exxon reports flaring at Beaumont on coker problem
2007-05-07,"Dell joins Microsoft, Novell in Linux pact"
2007-05-07,Protest halts major Chevron oil plant in Nigeria
2007-05-07,Synopsys design compiler topographical technology adopted by IBM to accelerate ASIC designs for customers
2007-05-07,NBC Universal sides against YouTube in piracy suit
2007-05-08,Warner Music posts wider loss
2007-05-08,Time Warner sees more cable TV consolidation
2007-05-08,AQuantive won't challenge Google-DoubleClick
2007-05-08,Amazon pays IBM to settle patent litigation
2007-05-08,EU warned to be careful on any Microsoft break-up
2007-05-09,Time Warner grants leave to HBO CEO Albrecht
2007-05-09,Warner Music posts wider loss
2007-05-09,Microsoft buys small stake in CareerBuilder.com
2007-05-09,Red Hat partners with IBM on mainframes
2007-05-09,"US STOCKS-Blue-chips flat, Cisco bogs down Nasdaq"
2007-05-09,Pfizer prices 900 mln euro 10-yr bond -source
2007-05-09,US STOCKS-Cisco weighs down Nasdaq; blue chips flat
2007-05-09,Red Hat  and IBM announce worldwide enterprise linux-on-mainframe program
2007-05-09,"NYSE, Nasdaq strategies clash"
2007-05-09,"US STOCKS-Cisco drags Nasdaq, S&P; lower: Fed on tap"
2007-05-09,Warner signs secondary ticket deal with Viagogo
2007-05-09,Cisco Systems - - 50 Day Alert
2007-05-09,"US STOCKS-Futures fall on Fed caution, Cisco"
2007-05-09,Cisco posts higher profit but market unimpressed
2007-05-10,Possible carcinogen found in Pfizer AIDS drug
2007-05-11,Chevron evacuates offshore personnel in Nigeria
2007-05-11,"Warner Chilcott Q1 net loss narrows, raises 2007 view"
2007-05-11,"Apple working up toward session high at 108.39, yesterday's early/52-wk peak is at 108.84"
2007-05-11,YouTube to remove some clips mocking Thai king
2007-05-11,Mad Catz enters into license agreement with Microsoft to offer Halo 3 licensed merchandise
2007-05-11,"Microsoft, SanDisk to develop advanced memory cards"
2007-05-13,"Microsoft eyes huge launch sales of ""Halo 3"""
2007-05-14,"P&G; revamps, promotes execs, splits up Gillette"
2007-05-14,"Chevron to restart 42,000 bpd Nigeria output soon"
2007-05-15,Embarcadero announces NASDAQ call for review and stay of NASDAQ panel decision; late filing notification for first quarter Form 10-Q
2007-05-15,Chevron L.A. refinery compressor shutdown -state
2007-05-15,Bank of America appeals frozen LaSalle sale
2007-05-15,Avaya  and AT&T; announced a multiyear initiative with McDonald's for an Internet Protocol telephony network
2007-05-15,Apple updates MacBook
2007-05-16,Brazil's Bovespa rises to record after S&P; upgrade
2007-05-16,Milacron shares resume trading on NYSE after reverse split
2007-05-16,Milacron's 1-for-10 reverse stock split effective today; trading resumes on NYSE
2007-05-16,Bank of America eyes options for a brokerage unit
2007-05-16,Bank of America to explore strategic alternatives for Insurance Brokerage
2007-05-17,Brocade joins Microsoft Interop Vendor Alliance
2007-05-17,"Contract talks to kick off for 20,000 GE workers"
2007-05-17,Bank of America private bank chief to leave
2007-05-17,"EMI has opened books to Warner, others: sources"
2007-05-18,Exxon says L.A. refinery operating normally Friday
2007-05-18,Bank of America sued for race discrimination
2007-05-18,"Time Warner to consider stock buyback, other options"
2007-05-18,Exxon L.A.-area refinery battling problems-sources
2007-05-18,Saudi company in lead to buy GE Plastics: source
2007-05-18,Google co-founder's bride search gets result
2007-05-18,Saudi company in lead to buy GE Plastics-source
2007-05-18,Microsoft says aQuantive is big bet on advertising
2007-05-18,"Venezuela oil union ready to battle Exxon, Conoco"
2007-05-18,Intel stock up on Merrill upgrade
2007-05-18,Exxon restarts Singapore refinery unit
2007-05-19,Portugal's EDP to end NYSE listing
2007-05-20,Microsoft-AQuantive deal portends Web video fight
2007-05-20,"Time Warner to consider stock buyback, other options"
2007-05-20,Warner may offer extra $197 mln for EMI: paper
2007-05-21,Coca-Cola seems closer to Glaceau deal: report
2007-05-21,"Vietnam, Microsoft sign copyright agreement"
2007-05-21,Coca-Cola files with regulators on Glaceau-report
2007-05-21,AT&T; steps up Cingular rebranding ahead of iPhone
2007-05-21,"Google, Salesforce in talks to form alliance: report"
2007-05-21,General Electric confrms sale of plastics business to SABIC for $11.6 bln; proceeds to be used for stock buyback
